CODE;CODE_LABEL
P236;pneumopathie congénitale due à d'autres agents bactériens
T801;complications vasculaires consécutives à une injection thérapeutique, une perfusion et une transfusion
L247;dermite irritante de contact due aux végétaux, sauf aliments
N484;impuissance d'origine organique
H508;autres strabismes précisés
P239;pneumopathie congénitale, sans précision
H504;hétérotropies, autres et sans précision
R590;adénopathies localisées
H505;hétérophorie
L245;dermite irritante de contact due à d'autres produits chimiques
P238;pneumopathie congénitale due à d'autres micro-organismes
H506;strabisme mécanique
G214;syndrome parkinsonien vasculaire
L242;dermite irritante de contact due aux solvants
H502;strabisme vertical
G213;syndrome parkinsonien postencéphalitique
G549;affection des racines et des plexus nerveux, sans précision
V465;occupant d'une automobile blessé dans une collision avec un autre véhicule sans moteur, conducteur blessé dans un accident de la circulation
O419;anomalie du liquide amniotique et des membranes, sans précision
V165;cycliste blessé dans une collision avec un autre véhicule sans moteur, passager blessé dans un accident de la circulation
Q541;hypospadias pénien
Q249;malformation cardiaque congénitale, sans précision
S617;plaies ouvertes multiples du poignet et de la main
J391;autres abcès du pharynx
T366;intoxication par rifamycines
G548;autres affections des racines et des plexus nerveux
S250;lésion traumatique de l'aorte thoracique
V740;occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus, conducteur blessé dans un accident en dehors de la circulation
Q674;autres anomalies morphologiques congénitales du crâne, de la face et de la mâchoire
V466;occupant d'une automobile blessé dans une collision avec un autre véhicule sans moteur, passager blessé dans un accident de la circulation
O418;autres anomalies précisées du liquide amniotique et des membranes
K225;diverticule acquis de l'oesophage
G253;myoclonie
Q542;hypospadias pénoscrotal
J392;autres maladies du pharynx
S618;plaie ouverte d'autres parties du poignet et de la main
V467;occupant d'une automobile blessé dans une collision avec un autre véhicule sans moteur, personne à l'extérieur du véhicule blessée dans un accident de la circulation
V372;occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un objet fixe ou stationnaire, personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation
L111;dermatose acantholytique transitoire [Grover]
G254;chorée médicamenteuse
K226;syndrome de dilacération hémorragique gastro-oesophagienne
Q543;hypospadias périnéal
S619;plaie ouverte du poignet et de la main, partie non précisée
J393;Réaction anaphylactique des voies respiratoires supérieures, localisation non précisée
S383;amputation traumatique de parties autres et non précisées de l'abdomen, des lombes et du bassin
V371;occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un objet fixe ou stationnaire, passager blessé dans un accident en dehors de la circulation
G255;autres chorées
K227;endobrachyoesophage
S798;autres lésions traumatiques précisées de la hanche et de la cuisse
G545;névralgie amyotrophique
D048;carcinome in situ de la peau d'autres sièges
M430;spondylolyse
G800;paralysie cérébrale spastique quadriplégique
S400;Contusion de l'épaule et du bras
V623;occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou trois roues, occupant, sans précision, d'un véhicule lourd, blessé dans un accident en dehors de la circulation
V622;occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou trois roues, personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation
H270;aphakie
K591;diarrhée fonctionnelle
R852;résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale, taux anormal d'autres substances médicamenteuses et biologiques
D330;tumeur bénigne de l'encéphale, supratentoriel
I633;infarctus cérébral dû à une thrombose des artères cérébrales
T698;autres effets précisés d'une baisse de la température
V225;motocycliste blessé dans une collision avec un véhicule à moteur à deux ou trois roues, passager blessé dans un accident de la circulation
K590;constipation
V621;occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou trois roues, passager blessé dans un accident en dehors de la circulation
I632;infarctus cérébral dû à une occlusion ou sténose des artères précérébrales, de mécanisme non précisé
R853;résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale, taux anormal de substances d'origine principalement non médicinale
D331;tumeur bénigne de l'encéphale, infratentoriel
H271;luxation du cristallin
N085;glomérulopathie au cours d'affections disséminées du tissu conjonctif
S071;écrasement du crâne
T699;effet d'une baisse de la température, sans précision
F480;neurasthénie
V625;occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou trois roues, conducteur blessé dans un accident de la circulation
E061;thyroïdite subaiguë
D332;tumeur bénigne de l'encéphale, sans précision
R850;résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale, taux anormal d'enzymes
N088;glomérulopathie au cours d'autres maladies classées ailleurs
I635;infarctus cérébral dû à une occlusion ou sténose des artères cérébrales, de mécanisme non précisé
L028;abcès cutané, furoncle et anthrax d'autres localisations
F481;syndrome de dépersonnalisation-déréalisation
V624;occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou trois roues, personne blessée en montant ou en descendant du véhicule
R634;perte de poids anormale
E060;thyroïdite aiguë
R851;résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale, taux anormal d'hormones
D333;tumeur bénigne des nerfs crâniens
M179;gonarthrose, sans précision
S308;autres lésions traumatiques superficielles de l'abdomen, des lombes et du bassin
P016;foetus et nouveau-né affectés par la mort de la mère
V104;cycliste blessé dans une collision avec un piéton ou un animal, conducteur blessé dans un accident de la circulation
H512;ophtalmoplégie internucléaire
Q242;coeur triatrial
P010;foetus et nouveau-né affectés par la béance du col
E801;porphyrie cutanée tardive
C959;leucémie, sans précision
G930;kystes cérébraux
V283;motocycliste blessé dans un accident de transport, sans collision, personne blessée en montant ou en descendant du véhicule
V103;cycliste blessé dans une collision avec un piéton ou un animal, personne blessée en montant ou en descendant du véhicule
T524;effet toxique des cétones
Q241;lévocardie
G932;hypertension intracrânienne bénigne
S427;fractures multiples de la clavicule, de l'omoplate et de l'humérus
E802;autres porphyries
D297;tumeur bénigne d'autres organes génitaux de l'homme
V284;motocycliste blessé dans un accident de transport, sans collision, conducteur blessé dans un accident de la circulation
T523;effet toxique des glycols
D294;tumeur bénigne du scrotum
K290;gastrite hémorragique aiguë
V102;cycliste blessé dans une collision avec un piéton ou un animal, cycliste, sans précision, blessé dans un accident en dehors de la circulation
I069;maladie rhumatismale de la valvule aortique, sans précision
Q240;dextrocardie
S424;fracture de l'extrémité inférieure de l'humérus
Q893;situs inversus
M633;myosite au cours de sarcoïdose
H510;paralysie de la conjugaison du regard
O731;rétention partielle du placenta et des membranes, sans hémorragie
C957;autres leucémies à cellules non précisées
P013;foetus et nouveau-né affectés par un hydramnios
D261;tumeur bénigne du corps de l'utérus
E803;déficit en catalase et en peroxydase
U828;résistance à d'autres antibiotiques bétalactamines
V281;motocycliste blessé dans un accident de transport, sans collision, passager blessé dans un accident en dehors de la circulation
V101;cycliste blessé dans une collision avec un piéton ou un animal, passager blessé dans un accident en dehors de la circulation
O730;rétention du placenta sans hémorragie
Z126;examen spécial de dépistage de tumeur de la vessie
Z967;présence d'autres implants osseux et tendineux
W188;autre chute de plain-pied, autres lieux précisés
Z125;examen spécial de dépistage de tumeur de la prostate
Z582;difficultés liées à l'exposition à la pollution de l'eau
W187;autre chute de plain-pied, exploitation agricole
Z968;présence d'autres implants fonctionnels précisés
W924;exposition à une chaleur artificielle excessive, rue ou route
Y768;appareils utilisés en obstétrique et en gynécologie, associés à des accidents, appareils divers, non classés ailleurs
Z961;présence d'implants intra-oculaires de cristallin
W395;projections de feu d'artifice, zone de commerce et de service
Z883;antécédents personnels d'allergie à d'autres agents anti-infectieux
Y788;appareils utilisés en radiologie, associés à des accidents, appareils divers, non classés ailleurs
W925;exposition à une chaleur artificielle excessive, zone de commerce et de service
W396;projections de feu d'artifice, local industriel et chantier de construction
Z962;présence d'implants otologiques et audiologiques
Z580;difficultés liées à l'exposition au bruit
Z884;antécédents personnels d'allergie aux anesthésiques
Z881;antécédents personnels d'allergie à d'autres antibiotiques
W926;exposition à une chaleur artificielle excessive, local industriel et chantier de construction
W397;projections de feu d'artifice, exploitation agricole
Z963;présence d'un larynx artificiel
Z122;examen spécial de dépistage de tumeur de l'appareil respiratoire
W927;exposition à une chaleur artificielle excessive, exploitation agricole
Z882;antécédents personnels d'allergie aux sulfamides
W398;projections de feu d'artifice, autres lieux précisés
Z964;présence d'implants endocriniens
Z121;examen spécial de dépistage de tumeur de l'intestin
W156;chute d'une falaise, local industriel et chantier de construction
X251;contact avec d'autres arthropodes venimeux, établissement collectif
Y620;asepsie insuffisante au cours d'une intervention chirurgicale
Z303;extraction cataméniale
Y514;effets indésirables des agents principalement alpha-sympathomimétiques, non classés ailleurs au cours de leur usage thérapeutique
X757;lésion auto-infligée par utilisation de matériel explosif, exploitation agricole
X958;agression par des armes à feu, autres et sans précision, autres lieux précisés
Z235;nécessité d'une vaccination contre le tétanos seul
X761;lésion auto-infligée par exposition à la fumée, au feu et aux flammes, établissement collectif
W406;explosion d'autres matériaux, local industriel et chantier de construction
Z926;antécédents personnels de chimiothérapie pour tumeur
W123;chute sur ou d'un échafaudage, lieu de sport et d'athlétisme
X837;lésion auto-infligée par d'autres moyens précisés, exploitation agricole
X127;contact avec d'autres liquides brûlants, exploitation agricole
Y429;effets indésirables des antagonistes hormonaux, autres et sans précision au cours de leur usage thérapeutique
X425;intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, zone de commerce et de service
Y231;décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée, établissement collectif
X758;lésion auto-infligée par utilisation de matériel explosif, autres lieux précisés
Z236;nécessité d'une vaccination contre la diphtérie seule
X959;agression par des armes à feu, autres et sans précision, lieu, sans précision
Y234;décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée, rue ou route
Z233;nécessité d'une vaccination contre la peste
X764;lésion auto-infligée par exposition à la fumée, au feu et aux flammes, rue ou route
Y402;effets indésirables des antibiotiques du groupe du chloramphénicol au cours de leur usage thérapeutique
X126;contact avec d'autres liquides brûlants, local industriel et chantier de construction
Z929;antécédents personnels de traitement médical, sans précision
W126;chute sur ou d'un échafaudage, local industriel et chantier de construction
W405;explosion d'autres matériaux, zone de commerce et de service
W404;explosion d'autres matériaux, rue ou route
X833;lésion auto-infligée par d'autres moyens précisés, lieu de sport et d'athlétisme
X428;intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, autres lieux précisés
Y428;effets indésirables des hormones et leurs substituts synthétiques, autres et sans précision au cours de leur usage thérapeutique
X759;lésion auto-infligée par utilisation de matériel explosif, lieu, sans précision
X220;contact avec des scorpions, domicile
Y233;décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée, lieu de sport et d'athlétisme
X763;lésion auto-infligée par exposition à la fumée, au feu et aux flammes, lieu de sport et d'athlétisme
Z234;nécessité d'une vaccination contre la tularémie
Y401;effets indésirables des céphalosporines et autres bêtalactamines au cours de leur usage thérapeutique
W736;autres formes de noyade et submersion précisées, local industriel et chantier de construction
Z224;sujet porteur de maladies dont le mode de transmission est essentiellement sexuel
W155;chute d'une falaise, zone de commerce et de service
X252;contact avec d'autres arthropodes venimeux, école, autre institution et lieu d'administration publique
Y200;pendaison, strangulation et suffocation, intention non déterminée, domicile
Z304;surveillance de contraceptifs
Y513;effets indésirables d'autres parasympatholytiques [anticholinergiques et antimuscariniques] et spasmolytiques, non classés ailleurs au cours de leur usage thérapeutique
W737;autres formes de noyade et submersion précisées, exploitation agricole
Z223;sujet porteur d'autres maladies bactériennes précisées
W250;contact avec du verre tranchant, domicile
W158;chute d'une falaise, autres lieux précisés
Z222;sujet porteur de diphtérie
W430;exposition aux vibrations, domicile
Y622;asepsie insuffisante au cours d'une dialyse rénale ou autre perfusion
Z709;conseil en matière de sexualité, sans précision
Y201;pendaison, strangulation et suffocation, intention non déterminée, établissement collectif
W738;autres formes de noyade et submersion précisées, autres lieux précisés
Y512;effets indésirables des ganglioplégiques, non classés ailleurs au cours de leur usage thérapeutique
W157;chute d'une falaise, exploitation agricole
Z221;sujet porteur d'autres maladies intestinales infectieuses
Y621;asepsie insuffisante au cours d'une perfusion ou transfusion
X250;contact avec d'autres arthropodes venimeux, domicile
Z708;autres formes de conseils en matière de sexualité
Y202;pendaison, strangulation et suffocation, intention non déterminée, école, autre institution et lieu d'administration publique
Y511;effets indésirables d'autres parasympathomimétiques [cholinergiques] au cours de leur usage thérapeutique
Z302;stérilisation
V859;occupant, sans précision, d'un véhicule spécial de construction blessé dans un accident en dehors de la circulation
W739;autres formes de noyade et submersion précisées, lieu, sans précision
Y519;effets indésirables des médicaments agissant essentiellement sur le système nerveux autonome, autres et sans précision au cours de leur usage thérapeutique
W731;autres formes de noyade et submersion précisées, établissement collectif
Y050;agression sexuelle par la force physique, domicile
Y624;asepsie insuffisante au cours d'une endoscopie
W253;contact avec du verre tranchant, lieu de sport et d'athlétisme
W917;exposition aux rayonnements, sans précision, exploitation agricole
Z228;sujet porteur d'autres maladies infectieuses
X835;lésion auto-infligée par d'autres moyens précisés, zone de commerce et de services
X125;contact avec d'autres liquides brûlants, zone de commerce et de service
Z928;antécédents personnels d'autres traitements médicaux
W125;chute sur ou d'un échafaudage, zone de commerce et de service
W403;explosion d'autres matériaux, lieu de sport et d'athlétisme
X834;lésion auto-infligée par d'autres moyens précisés, rue ou route
X427;intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, exploitation agricole
Y427;effets indésirables des androgènes et autres anabolisants au cours de leur usage thérapeutique
Y005;agression par objet contondant, zone de commerce et de services
Y425;effets indésirables d'autres oestrogènes et progestatifs au cours de leur usage thérapeutique
X832;lésion auto-infligée par d'autres moyens précisés, école, autre institution et lieu d'administration publique
Z382;enfant unique, lieu de naissance non précisé
X148;contact avec de l'air et des gaz brûlants, autres lieux précisés
W900;exposition à d'autres rayonnements non ionisants, domicile
W646;exposition à des forces animées, autres et sans précision, local industriel et chantier de construction
X123;contact avec d'autres liquides brûlants, lieu de sport et d'athlétisme
V833;occupant, sans précision, d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de la circulation
Y006;agression par objet contondant, local industriel et chantier de construction
Z381;enfant unique, né hors d'un hôpital
X831;lésion auto-infligée par d'autres moyens précisés, établissement collectif
Y426;effets indésirables des antigonadotrophines, anti-oestrogènes, anti-androgènes, non classés ailleurs au cours de leur usage thérapeutique
Z908;absence acquise d'autres organes
W901;exposition à d'autres rayonnements non ionisants, établissement collectif
X147;contact avec de l'air et des gaz brûlants, exploitation agricole
X124;contact avec d'autres liquides brûlants, rue ou route
W645;exposition à des forces animées, autres et sans précision, zone de commerce et de service
V832;personne à l'extérieur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessée dans un accident de la circulation
Z238;nécessité d'une vaccination contre d'autres maladies bactériennes uniques
V830;conducteur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de la circulation
Y423;effets indésirables de l'insuline et des hypoglycémiants oraux [antidiabétiques] au cours de leur usage thérapeutique
Y003;agression par objet contondant, lieu de sport et d'athlétisme
Z384;jumeaux, nés hors d'un hôpital
Z291;immunothérapie prophylactique
Z850;antécédents personnels de tumeur maligne des organes digestifs
V856;passager d'un véhicule spécial de construction blessé dans un accident en dehors de la circulation
X255;contact avec d'autres arthropodes venimeux, zone de commerce et de service
Y518;effets indésirables des agents bloquants neuronaux adrénergiques et d'action centrale, non classés ailleurs au cours de leur usage thérapeutique
W732;autres formes de noyade et submersion précisées, école, autre institution et lieu d'administration publique
W159;chute d'une falaise, lieu, sans précision
W254;contact avec du verre tranchant, rue ou route
Y623;asepsie insuffisante au cours d'une injection ou vaccination
W916;exposition aux rayonnements, sans précision, local industriel et chantier de construction
V857;personne à l'extérieur d'un véhicule spécial de construction blessée dans un accident en dehors de la circulation
X256;contact avec d'autres arthropodes venimeux, local industriel et chantier de construction
Z300;conseils et avis généraux concernant la contraception
Y517;effets indésirables des bêta-bloquants, non classés ailleurs au cours de leur usage thérapeutique
X253;contact avec d'autres arthropodes venimeux, lieu de sport et d'athlétisme
V853;occupant, sans précision, d'un véhicule spécial de construction blessé dans un accident de la circulation
W733;autres formes de noyade et submersion précisées, lieu de sport et d'athlétisme
Y626;asepsie insuffisante au cours d'une aspiration, d'une ponction et d'un autre cathétérisme
W919;exposition aux rayonnements, sans précision, lieu, sans précision
W251;contact avec du verre tranchant, établissement collectif
V821;occupant d'un tramway blessé dans une collision avec un véhicule à moteur dans un accident de la circulation
Z226;sujet porteur d'une infection à virus lymphotrope des lymphocytes T humains de type 1 [HTLV-1]
Z852;antécédents personnels de tumeur maligne d'autres organes respiratoires et intrathoraciques
W734;autres formes de noyade et submersion précisées, rue ou route
V854;personne blessée en montant ou en descendant d'un véhicule spécial de construction
X254;contact avec d'autres arthropodes venimeux, rue ou route
W918;exposition aux rayonnements, sans précision, autres lieux précisés
Y625;asepsie insuffisante au cours d'un cathétérisme cardiaque
W252;contact avec du verre tranchant, école, autre institution et lieu d'administration publique
Z225;sujet porteur d'hépatite virale
W735;autres formes de noyade et submersion précisées, zone de commerce et de service
V855;conducteur d'un véhicule spécial de construction blessé dans un accident en dehors de la circulation
Z851;antécédents personnels de tumeur maligne de la trachée, des bronches et des poumons
Y610;corps étranger accidentellement laissé dans l'organisme au cours d'une intervention chirurgicale
X830;lésion auto-infligée par d'autres moyens précisés, domicile
X121;contact avec d'autres liquides brûlants, établissement collectif
W408;explosion d'autres matériaux, autres lieux précisés
Z520;donneur de sang
W902;exposition à d'autres rayonnements non ionisants, école, autre institution et lieu d'administration publique
Z907;absence acquise d'organe(s) génital(aux)
X146;contact avec de l'air et des gaz brûlants, local industriel et chantier de construction
W644;exposition à des forces animées, autres et sans précision, rue ou route
Z290;isolement
V831;passager d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de la circulation
Y424;effets indésirables des contraceptifs oraux au cours de leur usage thérapeutique
Z237;nécessité d'une vaccination contre la coqueluche seule
Z383;jumeaux, nés à l'hôpital
Z292;autres mesures de chimiothérapie prophylactique
Y004;agression par objet contondant, rue ou route
X122;contact avec d'autres liquides brûlants, école, autre institution et lieu d'administration publique
W643;exposition à des forces animées, autres et sans précision, lieu de sport et d'athlétisme
W409;explosion d'autres matériaux, lieu, sans précision
X145;contact avec de l'air et des gaz brûlants, zone de commerce et de service
Z906;absence acquise d'autres organes des voies urinaires
W903;exposition à d'autres rayonnements non ionisants, lieu de sport et d'athlétisme
X080;exposition à d'autres fumées, feux et flammes précisés, domicile
X144;contact avec de l'air et des gaz brûlants, rue ou route
Y421;effets indésirables des hormones thyroïdiennes et leurs dérivés au cours de leur usage thérapeutique
Y009;agression par objet contondant, lieu, sans précision
V837;personne à l'extérieur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessée dans un accident en dehors de la circulation
W904;exposition à d'autres rayonnements non ionisants, rue ou route
W642;exposition à des forces animées, autres et sans précision, école, autre institution et lieu d'administration publique
X120;contact avec d'autres liquides brûlants, domicile
X143;contact avec de l'air et des gaz brûlants, lieu de sport et d'athlétisme
Y422;effets indésirables des antithyroïdiens au cours de leur usage thérapeutique
V836;passager d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident en dehors de la circulation
W905;exposition à d'autres rayonnements non ionisants, zone de commerce et de service
W641;exposition à des forces animées, autres et sans précision, établissement collectif
X259;contact avec d'autres arthropodes venimeux, lieu, sans précision
Z351;surveillance d'une grossesse avec antécédent d'avortement
X919;agression par pendaison, strangulation et suffocation, lieu, sans précision
Y751;appareils utilisés en neurologie, associés à des accidents, appareil pour traitement (non chirurgical) et rééducation
Y207;pendaison, strangulation et suffocation, intention non déterminée, exploitation agricole
W257;contact avec du verre tranchant, exploitation agricole
V851;passager d'un véhicule spécial de construction blessé dans un accident de la circulation
Z352;surveillance d'une grossesse avec d'autres antécédents obstétricaux pathologiques et difficultés à procréer
X918;agression par pendaison, strangulation et suffocation, autres lieux précisés
Y752;appareils utilisés en neurologie, associés à des accidents, prothèse et autres implants, matériel et accessoires
W030;autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, domicile
W258;contact avec du verre tranchant, autres lieux précisés
Y208;pendaison, strangulation et suffocation, intention non déterminée, autres lieux précisés
V852;personne à l'extérieur d'un véhicule spécial de construction blessée dans un accident de la circulation
X257;contact avec d'autres arthropodes venimeux, exploitation agricole
Z700;conseil relatif aux attitudes en matière de sexualité
W150;chute d'une falaise, domicile
Z309;prise en charge d'une contraception, sans précision
Y753;appareils utilisés en neurologie, associés à des accidents, instruments, matériaux et appareils chirurgicaux (y compris les sutures)
Y209;pendaison, strangulation et suffocation, intention non déterminée, lieu, sans précision
W255;contact avec du verre tranchant, zone de commerce et de service
X258;contact avec d'autres arthropodes venimeux, autres lieux précisés
Z350;surveillance d'une grossesse avec antécédent de stérilité
W256;contact avec du verre tranchant, local industriel et chantier de construction
V850;conducteur d'un véhicule spécial de construction blessé dans un accident de la circulation
W152;chute d'une falaise, école, autre institution et lieu d'administration publique
Y510;effets indésirables des anticholinestérasiques au cours de leur usage thérapeutique
X298;contact avec un animal venimeux ou une plante vénéneuse, sans précision, autres lieux précisés
Z702;conseil relatif au comportement et à l'orientation d'un tiers en matière de sexualité
Y203;pendaison, strangulation et suffocation, intention non déterminée, lieu de sport et d'athlétisme
Z220;sujet porteur de typhoïde
W151;chute d'une falaise, établissement collectif
Z308;autres prises en charge d'une contraception
X142;contact avec de l'air et des gaz brûlants, école, autre institution et lieu d'administration publique
Z380;enfant unique, né à l'hôpital
Y007;agression par objet contondant, exploitation agricole
W906;exposition à d'autres rayonnements non ionisants, local industriel et chantier de construction
W640;exposition à des forces animées, autres et sans précision, domicile
V835;conducteur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident en dehors de la circulation
X141;contact avec de l'air et des gaz brûlants, établissement collectif
Y008;agression par objet contondant, autres lieux précisés
V834;personne blessée en montant ou en descendant d'un véhicule spécial utilisé essentiellement sur un site industriel
W907;exposition à d'autres rayonnements non ionisants, exploitation agricole
X017;exposition à un feu non maîtrisé, hors d'un bâtiment ou d'un ouvrage, exploitation agricole
Y617;corps étranger accidentellement laissé dans l'organisme au cours de l'extraction d'un cathéter ou d'un tamponnement
Z901;absence acquise de sein(s)
X314;exposition à un froid naturel excessif, rue ou route
X115;contact avec de l'eau bouillante coulant d'un robinet, zone de commerce et de service
Z526;donneur de foie
X826;lésion auto-infligée par accident d'un véhicule à moteur, local industriel et chantier de construction
Y248;décharge d'armes à feu, autres et sans précision, intention non déterminée, autres lieux précisés
Z900;absence acquise d'une partie de la tête et du cou
Y616;corps étranger accidentellement laissé dans l'organisme au cours d'une aspiration, d'une ponction et d'un autre cathétérisme
X084;exposition à d'autres fumées, feux et flammes précisés, rue ou route
X018;exposition à un feu non maîtrisé, hors d'un bâtiment ou d'un ouvrage, autres lieux précisés
X313;exposition à un froid naturel excessif, lieu de sport et d'athlétisme
X030;exposition à un feu maîtrisé, hors d'un bâtiment ou d'un ouvrage, domicile
Z525;donneur de cornée
X116;contact avec de l'eau bouillante coulant d'un robinet, local industriel et chantier de construction
X827;lésion auto-infligée par accident d'un véhicule à moteur, exploitation agricole
Z298;autres mesures prophylactiques précisées
Y247;décharge d'armes à feu, autres et sans précision, intention non déterminée, exploitation agricole
Y615;corps étranger accidentellement laissé dans l'organisme au cours d'un cathétérisme cardiaque
X083;exposition à d'autres fumées, feux et flammes précisés, lieu de sport et d'athlétisme
V839;occupant, sans précision, d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident en dehors de la circulation
X297;contact avec un animal venimeux ou une plante vénéneuse, sans précision, exploitation agricole
Z701;conseil relatif au comportement et à l'orientation du sujet en matière de sexualité
Y204;pendaison, strangulation et suffocation, intention non déterminée, rue ou route
Z305;surveillance d'un dispositif contraceptif (intra-utérin)
W154;chute d'une falaise, rue ou route
W259;contact avec du verre tranchant, lieu, sans précision
Y205;pendaison, strangulation et suffocation, intention non déterminée, zone de commerce et de services
V826;occupant d'un tramway blessé lors d'une chute d'un tramway
W153;chute d'une falaise, lieu de sport et d'athlétisme
Z950;présence d'un stimulateur cardiaque
X299;contact avec un animal venimeux ou une plante vénéneuse, sans précision, lieu, sans précision
Z703;conseil relatif à des préoccupations associées concernant les attitudes, le comportement et l'orientation en matière de sexualité
Y758;appareils utilisés en neurologie, associés à des accidents, appareils divers, non classés ailleurs
Y206;pendaison, strangulation et suffocation, intention non déterminée, local industriel et chantier de construction
Y128;intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée, autres lieux précisés
W995;exposition à des facteurs propres à un environnement artificiel, autres et sans précision, zone de commerce et de service
W996;exposition à des facteurs propres à un environnement artificiel, autres et sans précision, local industriel et chantier de construction
Y127;intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée, exploitation agricole
W997;exposition à des facteurs propres à un environnement artificiel, autres et sans précision, exploitation agricole
Z088;examen de contrôle après d'autres traitements pour tumeur maligne
Y129;intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée, lieu, sans précision
W998;exposition à des facteurs propres à un environnement artificiel, autres et sans précision, autres lieux précisés
Z087;examen de contrôle après traitements combinés pour tumeur maligne
W999;exposition à des facteurs propres à un environnement artificiel, autres et sans précision, lieu, sans précision
Z089;examen de contrôle après traitement pour tumeur maligne, sans précision
Y750;appareils utilisés en neurologie, associés à des accidents, appareil pour diagnostic et monitorage
Y619;corps étranger accidentellement laissé dans l'organisme au cours d'un acte médical et chirurgical, sans précision
Z528;donneur d'autres organes et tissus
X031;exposition à un feu maîtrisé, hors d'un bâtiment ou d'un ouvrage, établissement collectif
X113;contact avec de l'eau bouillante coulant d'un robinet, lieu de sport et d'athlétisme
X019;exposition à un feu non maîtrisé, hors d'un bâtiment ou d'un ouvrage, lieu, sans précision
X316;exposition à un froid naturel excessif, local industriel et chantier de construction
Z299;mesure prophylactique, sans précision
X828;lésion auto-infligée par accident d'un véhicule à moteur, autres lieux précisés
X082;exposition à d'autres fumées, feux et flammes précisés, école, autre institution et lieu d'administration publique
Y618;corps étranger accidentellement laissé dans l'organisme au cours d'autres actes médicaux et chirurgicaux.
X032;exposition à un feu maîtrisé, hors d'un bâtiment ou d'un ouvrage, école, autre institution et lieu d'administration publique
X114;contact avec de l'eau bouillante coulant d'un robinet, rue ou route
Z527;donneur de coeur
X315;exposition à un froid naturel excessif, zone de commerce et de service
X829;lésion auto-infligée par accident d'un véhicule à moteur, lieu, sans précision
Y249;décharge d'armes à feu, autres et sans précision, intention non déterminée, lieu, sans précision
X081;exposition à d'autres fumées, feux et flammes précisés, établissement collectif
X111;contact avec de l'eau bouillante coulant d'un robinet, établissement collectif
Z522;donneur d'os
Z905;absence acquise de rein
Y244;décharge d'armes à feu, autres et sans précision, intention non déterminée, rue ou route
X310;exposition à un froid naturel excessif, domicile
Z491;dialyse extra-corporelle
Y612;corps étranger accidentellement laissé dans l'organisme au cours d'une dialyse rénale ou autre perfusion
Y001;agression par objet contondant, établissement collectif
Z386;autres naissances multiples, enfants nés à l'hôpital
X088;exposition à d'autres fumées, feux et flammes précisés, autres lieux précisés
X112;contact avec de l'eau bouillante coulant d'un robinet, école, autre institution et lieu d'administration publique
Z521;donneur de peau
Z904;absence acquise d'autres parties de l'appareil digestif
Y243;décharge d'armes à feu, autres et sans précision, intention non déterminée, lieu de sport et d'athlétisme
Y611;corps étranger accidentellement laissé dans l'organisme au cours d'une perfusion ou transfusion
Z492;autres dialyses
Z853;antécédents personnels de tumeur maligne du sein
X676;auto-intoxication par d'autres gaz et émanations et exposition à ces produits, local industriel et chantier de construction
V870;personne blessée dans une collision entre une automobile et un véhicule à moteur à deux ou trois roues (dans la circulation)
W912;exposition aux rayonnements, sans précision, école, autre institution et lieu d'administration publique
